Codigo,Descripcion,Familia,Stock
V02FR04,RAW TRIPA DE BUFALO 800 GR.,DAPAC PREMIUM SNACK,0
V02FR31,RAW TRAQUEA BUFALO PEQUE¥ (300 G,DAPAC PREMIUM SNACK,16
V02FR53,ENC RAW OREJA TERNERA S/PELO 120,DAPAC PREMIUM SNACK,2
V02J700,JAULA PERIQUI DENIA 40x30x57 6Ud,PAJAROS,1
V02JA101,JAULA PAJARO TUDELA 30x23x39(10),PAJAROS,1
V02KMCT16-158-B,KM CA¥A MEDUSA,JUGUETES DAPAC,35
V02PETS97036,PA¥ALES PET DAPAC XS-S 12 Udes.,PELUQUERIA Y LIMPIEZA,15
V02PR259031,DAPAC TORTUGA STICKS 1200ml/350g,DAPAC ACUARIOFILIA,1
V02PS52896,TOALLITAS PET SANA ALOE V 50 U.,PELUQUERIA Y LIMPIEZA,70
V02S01100200,en TRANSPORT SKUDO CAR 100 99x60,ARTICULOS VP,0
V02STSN011,NIDO PLASTICO EXOTICO LEONARDO,PAJAROS,1
V02SUM0012,JUGUETE ARO ERIZO PERFUMADO S-1,JUGUETES DAPAC,23
V02SUM0033,"MANCUERNA PERFUMADA 19,5 CM.",JUGUETES DAPAC,2
V02TWLM01,ALFOMBRILLA ANTIANSIEDAD TWINBE,ARTICULOS VP,10
V02WBF0145T,"BANDEJA TAPETIN 63,5x48 CM.",ACCESORIOS DAPAC,1
V02WBF207,COLLAR ISABELINO DELUXE T-XXL,ACCESORIOS DAPAC,9
V02WN108,FILTRO EXTERIOR REGULAB 280,PECES,12
V02WTM8193,RASCADOR MADERA 46x30 CM.,ARTICULOS VP,0
V02WTM824102,RASCADOR HABITAT MARRON 30x30x60,ARTICULOS VP,1
V0319400331,EFFITIX 20-40 KG. (L) 24 PIP.,PROYMA FARMACIA,3
V03EL133,"ADTAB GATO 0,5-2 KG 1-comprimido",PROYMA FARMACIA,17
V04288231,PAPEL SECAMANOS ROLLO 6Uds EXTRA,VETNOVA,24
V04FAR0104,TRITEC 14 300 ml. repelen.moscas,VETNOVA,0
V04VN1012,CLUNIA MAINTENANCE Zn GEL 59 ML.,VETNOVA,5
V055001009,PIRETRON CLINICO 2 ML.30 pipetas,QUIMICA DE MUNGIA,13
V07A453,ENC ACEITE BLADE CARE 500 ML.,ARTERO,0
V07C623,ARTERO CUCHILLA SIZE-15  1mm,ARTERO,2
V07H315,Enc. COLOREX POLVO MARRON OSC 75,ARTERO,0
V07H622,ARTE CHAMPU VITALIZANTE 250 ML,ARTERO,18
V07H647,ARTERO MATT-X DESENREDANTE,ARTERO,19
V07H664,ARTERO CHAMPU BABY 250 ML.,ARTERO,17
V07P649,Enc. DEDALES LATEX 20 Udes. T-L,ARTERO,0
V07P807,Enc. ARTERO CARDA CLASSIC T-S,ARTERO,0
V07P935,CARDA PUA NATURE S,ARTERO,20
V07P963,ARTERO PEINE MINI LAGRIMALES NAT,ARTERO,11
V102612155,COLLAR BANDERA ESPA DOBL 55C,COLLARES,12
V10612150,COLLAR NYLON BANDERA ESPA¥OLA 50,COLLARES,17
V10612166,CORREA RONZAL NYLON BANDE ESPA¥A,COLLARES,15
V1450601,SILINDE CHAMPU PELO BLANCO 1 L.,PELUQUERIA Y LIMPIEZA,4
V1450613,SILINDE CHAMPU ALOE VERA 1 L.,PELUQUERIA Y LIMPIEZA,12
V1450631,SILINDE CHAMPU GATO 250 ML.,PELUQUERIA Y LIMPIEZA,12
V1450633,SILINDE CREMA SUAVIZANTE 250ML.,PELUQUERIA Y LIMPIEZA,21
V1450663,SILINDE COLONIA COCO 125 ML.,PELUQUERIA Y LIMPIEZA,13
V1450673,SILINDE COLONIA ADVENTURE 125 ML,PELUQUERIA Y LIMPIEZA,9
V173001203,ALPHA SOFT MULTIPROTIEN 3 KG.,ALPHA SPIRIT,11
V174202512,ALPHA ONLY ONE FISH 12 KG,ALPHA SPIRIT,5
V17PRIM0201,PRIMAL WILD WATERS 1 KG.,ALPHA SPIRIT,21
V17PRIM0401,PRIMAL OCEANLAND 1 KG.,ALPHA SPIRIT,0
V18CL00T3251S,FLEXI NEW CINTA XS NEGRO 3 m.,FLEXI,28
V18CL11T5NEOBL,FLEXI NEON CINTA AZUL T-S 5 m.,FLEXI,28
V18CL21T5NEOBL,FLEXI NEON CINTA AZUL T-M 5 m.,FLEXI,27
V21005040000,AMARRE ANILLA PARED GALVANIZADO,ZALDI,6
V21019330107,CABEZADA CU. NYLON COB MOSTAZA,ZALDI,2
V21019330140,CABEZADA CUADRA NYLON COB B/ANDA,ZALDI,0
V21076110002,PORTASILLA PLEGABLE BARRA ROJO,ZALDI,2
V21098040002,SUDADERO U/GENERAL ACOLCH. RJ,ZALDI,2
V24575/1,COLCHON ANTIMANCHAS CHOCO 110x70,GAMAR - CUNAS,5
V2470RX5,ROSQUILLA RELAX CHOCO N§.3 70 CM,GAMAR - CUNAS,2
V25150116,DENTICAN PASTA ENZIMATICA 100 ML,ARTICULOS VP,20
V261403,KIKI PORTANIDOS N§.20 METALICO,KIKI,30
V26222,KIKI PAQUETES CANTOR 150 GR.(7),KIKI,92
V2630514,KIKI MAX MENU CONEJO ENANO 5KG(3,KIKI,30
V2630530,KIKI MAX MENU COTORRITAS 500G(6),KIKI,40
V263139,KIKI STICK CONEJO FRU.BOS 2 ud(8,KIKI,27
V265520,KIKI PALOMA SPORT C/MAIZ 5KG (4),KIKI,11
V26600,ENC KIKI ALIMENTO PERDICES 25 KG,KIKI,0
V2910935,BEBEDERO AVES ECO 3 LTS.,GAUN,3
V2910943,BEBEDERO AVES ECO 8 LTS. CON PAT,GAUN,9
V2911005,SOPORTE METAL. PLATO BEBE.POLLOS,GAUN,10
V2912080,BEBEDERO BASCULANTE DEPOS/TUBERI,GAUN,48
V2914470,EncBEBEDERO PAJARO C/ BOTELLA 1l,GAUN,0
V2917025,BA¥ERA PISCINA MASCOTAS ALASKA,GAUN,24
V2925130,DEPOSITO 60 LTS.,GAUN,7
V2925131,DEPOSITO 120 Litros,GAUN,2
V2930130,COMEDERO PALOMOS 1 HUECO,GAUN,6
V2930560,NIDAL PALOMAS PLASTICO,GAUN,13
V2932645,PORTACEBO NEPTUNO,GAUN,1
V2960635,BEBEDERO CABALLOS EMPUJAD.ALUMI,GAUN,2
V2971003,BEBEDERO P-3 ABS,GAUN,7
V02745224,FERTILIZANTE AZUL 4 KG.,ARTICULOS VP,14
V02ANK1027,COMEDERO INOX. CON VENTOSA 17 C,ARTICULOS VP,21
V02ANK1028,COMEDERO INOX. CON VENTOSA 21 C,ARTICULOS VP,22
V02ANK1047,COMEDERO LORO-ROEDOR INOX.13CM,ARTICULOS VP,6
V02D745002,SHAMBI  PERIQUITOS 20KG,DAPAC PREMIUM SHAMBI,18
V02DA1401CHPP,SHINE PAWS CHAMPU PUPPY 300 ML.,DAPAC PREMIUM SHINE,8
V02DMDT2329,DM MONSTRUO FLUOR PELUCHE,JUGUETES DAPAC,12
V02DMJY61501,DM PELOTA VERDE 5 CM.,JUGUETES DAPAC,26
V02DMJY61502,DM PELOTA YUTE AZUL 6 CM.,JUGUETES DAPAC,13
V02DMJY61504,DM PELOTA YUTE ROJA 9 CM.,JUGUETES DAPAC,24
V02DP203518,QUIMIFLOC CARTUCHO 120 GR.,PISCINAS,4
V02EQUINO50,DAPAC ESTIERCOL CABALLO 50L.,JARDINERIA - SEMILLAS,20
V02FN02-TIENDA,TIRAS DE POLLO 100 GR.,DAPAC PREMIUM SNACK,0
V02FN19-TIENDA,DONUTS PATO 1 Ud.,DAPAC PREMIUM SNACK,0
V02FN26,EXPO. BOCADITOS DE PATO (10 uni),DAPAC PREMIUM SNACK,18
V02FN40,EXP. FRESH TIRAS DE PESCADO,DAPAC PREMIUM SNACK,7
V02FNRPB01,HUESO PRENSADO  9 CM ( 5 Udes.),DAPAC PREMIUM SNACK,148
V02FNRPB02,HUESO PRENSADO 12 CM. (4 Udes.),DAPAC PREMIUM SNACK,149
V02FR35,RAW VEJIGA TIRAS BUFALO 500 G,DAPAC PREMIUM SNACK,12
V02FR51,RAW OREJA DE CERDO 5 Udes.,DAPAC PREMIUM SNACK,16
V02J904,2- JAULAS COTOR TARRAGON47x47x65,PAJAROS,1
V02JA405,JAULA PAJARO SEVILLA 35x28x46(10,PAJAROS,0
V02KMCT1680-A,KM RATON+PELOTA SISAL BLCO Y ROS,JUGUETES DAPAC,22
V02PET0051,PET SANA CHAMPU ESPUMA SECA 200,PELUQUERIA Y LIMPIEZA,35
V02PS52889,TOALLITAS PET SANA  100 Udes.,PELUQUERIA Y LIMPIEZA,24
V02TBFTE-P200,FILTRO RECAMBIO FUENTE P200,ARTICULOS VP,9
V02VM205-SZE,JAULA METAL BARROTE FINO 109 cm.,ARTICULOS VP,2
V02WBF303,COLLAR ISABELINO INFLABLE T-S,ACCESORIOS DAPAC,2
V02WKH1798,RASCADOR ONDAS INTERACTIVO,ARTICULOS VP,0
V02ZD1,BOZAL CESTA PLASTICO N§.1 MARRON,ACCESORIOS DAPAC,0
V031200020,FRONTLINE SPRAY 250 ml.,PROYMA FARMACIA,22
V04VN1015,ABELIA GlycoZoo 118 ml.,VETNOVA,2
V055001045,DIPTRON SUSPENSIO ANTIPAR. 500 M,QUIMICA DE MUNGIA,27
V07C627,ARTERO CUCHILLA SIZE-5F  6 mm,ARTERO,3
V07H689,Enc. ESPUMA ACONDICIONA 150ML,ARTERO,0
V07H719,Enc. ARTERO SET COMESTICA BICHON,ARTERO,0
V07M696D2,ENC ARTER ESQUILADO GOTHAM,ARTERO,0
V07P313,ARTERO CEPILLO-CARDA PUA INVERSA,ARTERO,7
V07P769,ARTERO CARDA PUA LARGA NATURE S,ARTERO,6
V07P772,CARDA PUA LARGA PROTEGID XS,ARTERO,16
V07P811,Enc. ARTERO CARDA UNIVERSAL T-S,ARTERO,0
V07P813,Enc. ARTERO CARDA UNIVERSAL T-L,ARTERO,0
V07P820,Enc. ARTERO MANOPLA GOMA ROJA,ARTERO,0
V07P939,CARDA PUA PROTEGIDA T-S,ARTERO,7
V07P945,ARTERO SUPER COAT DOBLE T-L,ARTERO,20
V1010013,*** MOSQUETON GATILLO 80 mm.,COLLARES,7
V1010303,COLLAR CUERO LISO 30 CM. NEGRO,COLLARES,2
V102001,*** COLLAR CUERO PROTEC ROJO 35C,COLLARES,2
V102002,*** COLLAR CUERO PROTEC NEGRO 35,COLLARES,2
V10632120,ARNES NYLON BANDERA ESPA¥OLA 20M,COLLARES,19
V13CLUN010L31,SANICAT CLUMPING 10L.,TOLSA,37
V13SANIB035,SANIBIRD (zircus) 35 L.,TOLSA,28
V1450656,ENC SILINDE CHAMPU VAINILLA 5 L.,PELUQUERIA Y LIMPIEZA,0
V173003203,ALPHA SOFT AVES DE CORRAL 3 KG,ALPHA SPIRIT,19
V174203503,ALPHA MULTIPROTEIN SECO 3 KG.,ALPHA SPIRIT,8
V18CL30T5251S,FLEXI NEW CINTA L NEGRO  5 m.,FLEXI,50
V21019330004,CABEZADA CUADRA NYLON PONY VERDE,ZALDI,2
V21019330101,CABEZADA CUADRA NYLON COB NEGRA,ZALDI,0
V21059050000,LIMPIACASCOS CON CEPILLO,ZALDI,9
V21062534522,MANTA IMPERM Perro GRANATE 45 CM,ZALDI,0
V21091210009,RAMAL NYLON TRENZADO 2-5M AMARI,ZALDI,2
V2450RX5,ROSQUILLA RELAX CHOCO N§.1 50 CM,GAMAR - CUNAS,13
V24575/3,COLCHON ANTIMANCHAS TURQU 110x70,GAMAR - CUNAS,0
V2490RX5,ROSQUILLA RELAX CHOCO N§.5 90 CM,GAMAR - CUNAS,1
V26209,KIKI ALIMENTO JILGUERO 500 GR(40,KIKI,46
V26304,"KIKI INSECTIVO FRUTIVORO 0,5K(6)",KIKI,5
V263130,KIKI STICK CANARIO NAR/PLAT 2(10,KIKI,4
V26436,KIKI TROPIFRUTA 300 GR.(6),KIKI,76
V265,KIKI AVENA PELADA 500 GR. (40),KIKI,65
V265026,KIKI CACAHUETE CASCARA 2 KG.(3),KIKI,12
V265270,KIKI CONEJOS ENANO 5 KG. (3),KIKI,20
V27320207,NIDO CANARIOS REDO. ALGODON,PAJAROS,115
V2910931,"BEBEDERO AVES ECO 1,5 LTS. PISTA",GAUN,10
V2912195,BEBEDERO 32 LTS. CON CAZOLETA,GAUN,1
V2925501,ENC FILTRO SIN LLAVE,GAUN,0
V2930375,COMEDERO GAPER  (nuevo),GAUN,3
V2960820,RECOGEDOR CON RASTRILLO PLASTICO,GAUN,3
V2971090,BEBEDERO P-3 ABS C/PROTECTOR 20,GAUN,2
V2980211,CUBO BASURA 51 LTS.,GAUN,1
V2989315,DEPOSITO DE AGUA 10 LTS.,GAUN,13
V30AFP8230,*** JUGUETE HIDRAT.REFRESC KIWI,HAGEN,2
V31461030,"TIRAS CATISFACTION POLLO PVP 1,7",MARS,13
V33NK25014,SHAMBI PIPAS PEQUE¥A IREGUI 25 K,DAPAC PREMIUM SHAMBI,2
V36611B, JAULA PERIQUITOS BLANCA 50x37,PAJAROS,0
V4151637,BEBEDERO TUBO N§5-225 cc(32u,PEDROS,-1
V4151790,PALO LARGO 38 CM.ESP.CRIAS,PEDROS,15
V02FD01-TIENDA,DENTALS FOODIES MIX CHICK 1 unid,DAPAC PREMIUM SNACK,0
V02FD01-TIENDA1,DENTALS FOODIES MIX FISH 1 unida,DAPAC PREMIUM SNACK,0
V02FN01,EXP. PECHUGAS DE POLLO 10 unid,DAPAC PREMIUM SNACK,12
V02FN34B,FRESH PRETZELS DE POLLO 8 Udes.,DAPAC PREMIUM SNACK,0
V02FR30,RAW TRAQUEA BUFALO GRANDE (300 G,DAPAC PREMIUM SNACK,23
V02FR48,RAW ANILLO DE PESCADO 300 GR.,DAPAC PREMIUM SNACK,28
V02FR56,ENC. RAW OREJA CERDO 150 Udes.,DAPAC PREMIUM SNACK,2
V02KMCT19295,KM CORAZON BICOLOR CON CATNIP,JUGUETES DAPAC,13
V02PETS326L,PS CEPILLO DOBLE CARA T-L,ARTICULOS VP,20
V02PETS421S,PS CARDA CON PUAS METALICAS T-S,ARTICULOS VP,17
V02PETS621L,PS CORTAU¥AS T-L,ARTICULOS VP,30
V02PETS727311,PET SANA CHAMPU PELO BLANCO 750M,PELUQUERIA Y LIMPIEZA,19
V02PR258904,DAPAC TROPICALES 250 ml. / 50 gr,DAPAC ACUARIOFILIA,58
V02PR258935,DAPAC AGUA FRIA 100 ml. / 12 gr.,DAPAC ACUARIOFILIA,40
V02PR258959,DAPAC AGUA FRIA 1200 ml. / 160 g,DAPAC ACUARIOFILIA,0
V02PR728455,BIOWATER DAPAC 100 ML.(Bacterias,DAPAC ACUARIOFILIA,52
V02S01050300,TRANSPORTIN TWINBEE SKUDO 3 IATA,ARTICULOS VP,10
V02WBF107,COLLAR ISABELINO T-XXL 30 CM,ACCESORIOS DAPAC,6
V02WBF204,COLLAR ISABELINO DELUXE T-M,ACCESORIOS DAPAC,9
V02WN134,BOMBA SUMERGIBLE 1200 L/H,PECES,4
V031100430,COLLAR PREVENDOG 75cm 2-Collares,PROYMA FARMACIA,89
V03AD1000040,CONDROPROTECTOR NUTRODERMA 150c,PROYMA FARMACIA,5
V055001199,RATICIDA CEBO FRE EXPRE 1 K(CAJA,QUIMICA DE MUNGIA,24
V07H228,ARTERO LAZOS VARIADOS(10 udes),ARTERO,0
V07H646,PRETTY EYES LIMPIADOR OJOS,ARTERO,37
V07H652,ARTE HIGIENE PERFUME CLASIC 90,ARTERO,12
V07H667,ARTERO CHAMPU RELAX 5 L.,ARTERO,1
V07H718,Enc. SET COSMETICA CACHORROS,ARTERO,0
V07M244,Enc. ARTERO MAQUINA FAVORITA II,ARTERO,0
V07P773,CARDA PUA LARGA PROTEGIDA S,ARTERO,13
V07P785,Enc.ARTERO STRIPPING 10 ZURDOS,ARTERO,0
V07P814,Enc. ARTERO CARDA ARTICULADA,ARTERO,0
V07P953,ARTERO CARDA DOBLE FLEXIB T-S,ARTERO,24
V07T63575,"Enc. ARTERO TIJERA QUEEN 7,5""",ARTERO,0
V1010651,*** COLLAR CUERO LISO 65 ROJO,COLLARES,7
V1450600,SILINDE CHAMPU PELO BLANCO 250ML,PELUQUERIA Y LIMPIEZA,30
V174202503,ALPHA ONLY ONE FISH 3 KG.,ALPHA SPIRIT,12
V17PRIM0512,PRIMAL WILDERNESS 12 KG.,ALPHA SPIRIT,7
V184032,FLEXI NEW CORDON M ROJO 5 m.,FLEXI,13
V18CL01T3SNEO,FLEXI NEON CINTA AMARILLO T-XS 3,FLEXI,17
V21017030000,BRUZA ZALDI MADERA C/NYLON,ZALDI,5
V21091020005,RAMAL ALGODON PLANO 2.25M AZUL,ZALDI,0
V21091210095,RAMAL NYLON TRENZADO 2-5M BL/AM,ZALDI,2
V24571/3,COLCHON ANTIMANCHAS TURQUE 70x50,GAMAR - CUNAS,11
V2630509,KIKI MAX MENU COBAYAS 1 KG (5),KIKI,31
V263122,KIKI STICK CANARIOS MIEL 2 ud(10,KIKI,22
V265207,KIKI MIXTURA PERIQUITOS 5KG.(4),KIKI,10
V265232,KIKI EXOTICOS 5 KG. (4),KIKI,14
V265360,Enc. ALIMENTO PRO FONIOPA.750 (4,KIKI,0
V267,KIKI BOLSA CA¥AMONES 400 GR.(36),KIKI,3
V272502534,NIDO FIELTRO BLANCO,PAJAROS,59
V2910895,BEBEDERO SIFON 30 LTS.,GAUN,1
V2911079,BEBEDERO IMPERIAL 20 LTS.,GAUN,4
V2911260,TOLVA SILO 20 LTS.,GAUN,2
V2911665,COMEDERO DE SUELO 20 CM,GAUN,6
V2914251,ENC ANILLA GALLINA AMARI 100 Uds,GAUN,0
V2930350,TOLVA COMEDERO PERROS 10 KGS.,GAUN,5
V2945100,BEBEDERO MIXTO AUTOMATICO RO,GAUN,19
V2960315,CUBO CORDEROS 5 TETINAS 8 LTS.,GAUN,2
V3080520,TROPICAN PARA NINFAS 820 GR.,HAGEN,10
V31238456,Enc. WHISKAS STICK POLLO 3x6 GR.,MARS,1
V31456269,DENTASTIX BIMENSU MEDIAN 20E,MARS,23
V31467529,"FROLIC BUEY 1,5 (4)",MARS,2
V33729131,CUBETA ESSENTIALS SALMON 180 GR.,DAPAC PREMIUM SNACK,48
V4151137,BEBEDERO PICO PATO N§3 50 2u(35),PEDROS,110
V4151141-TIENDA,PELERO  UNA unidad,PEDROS,0
V4188200,"BANDEJA GATO S/MARCO 48x32,5",PEDROS,36
V45BBX2121,CASA DE MADERA 20x13x13 CM.,BUBIMEX,18
V45BBX25903,Correa Nylon Marron  10 mm 120 c,BUBIMEX,14
V45BBX2624,EMPU¥ADURA ANIMAL PRINT GRIS,BUBIMEX,15
V45BBX2635,ARNES ANIMAL PRINT TX-L AZUL,BUBIMEX,14
V45BBX2638,CORREA ANIMAL PRINT T-M AZUL,BUBIMEX,12
V45BBX2666,ARNES ANIMAL PRINT T-L BLANCO,BUBIMEX,13
V45BBX3080,JUGUETE PAJAROS CON PIEDRA PO,BUBIMEX,7
V45BBX3320,KIT DENTAL - 3 CEPILLOS+PASTA,BUBIMEX,43
V45BBX3441,LIMPIADOR EXTERNO DE OIDOS 50 ML,BUBIMEX,33
V45BBX3442,CUIDADO LIMPIEZA LAGRIMALES 50ML,BUBIMEX,20
V45BBX3531,DISPENSADOR BOLSITAS COLORES,BUBIMEX,8
V01VAD80531-32,ARNES NEOPRENO CLASSIC S-M CELES,NOBBY,22
V01VAD80533-64,ARNES NEOPRENO CLASSIC T-L FRAMB,NOBBY,14
V027003021-TIEND,SNAC ANC FRES CERDO 70G BOLSITA,DAPAC PREMIUM SNACK,0
V027003024,DISPLAY SNAC ANC FRES PUPPY 70G,DAPAC PREMIUM SNACK,38
V02726628,BOLSITAS POO BIODEGRADABLES 8*15,ARTICULOS VP,49
V02729353,DISPLAY EASY BARRITAS LIGHT,DAPAC PREMIUM SNACK,17
V02ANK1004,COMEDERO INOX.ANTIDE. SILICO 18C,ARTICULOS VP,30
V02DMHT013,EXP. HT HUESOS EJERCITA MANDI 12,ARTICULOS VP,3
V02DMHT014,EXP. HT FUNKYE MINIONS 24 Udes,ARTICULOS VP,4
V02DMHT05,EXP HT ESTIMULA ENCIAS RUGOSO 12,ARTICULOS VP,3
V02DMJY62510,DM HUESO CILINDRO TRENZ ROSA&BLC,JUGUETES DAPAC,21
V02FD04-TIENDA,DENTAL JUNGLE ADVENTURE (1-UNI),DAPAC PREMIUM SNACK,0
V02FN01-TIENDA,PECHUGAS DE POLLO 100 GR. 1-unid,DAPAC PREMIUM SNACK,0
V02FN01B,FRESH PECHUGAS DE POLLO 2 KG.,DAPAC PREMIUM SNACK,13
V02FN03,EXP. TIRAS DE POLLO CON PALO 10u,DAPAC PREMIUM SNACK,2
V02FR13,RAW PEZU¥AS DE BUFALO 1 Ud.,DAPAC PREMIUM SNACK,94
V02FR14,RAW PEZU¥AS RELLENA CARNE 15 Ud.,DAPAC PREMIUM SNACK,0
V02FR43,RAW CUELLOS DE POLLO 500 GR.,DAPAC PREMIUM SNACK,87
V02FR44,RAW PATAS DE PATO 500 GR.,DAPAC PREMIUM SNACK,42
V02KMC2298,KM CA¥A ROSA & BLANCO,ARTICULOS VP,48
V02KMCT16-66,KM 3 RATONES VAINILLA TERCIOPELO,JUGUETES DAPAC,31
V02KMCT19210,KM PELOTA RASCADOR CON CATNIP,JUGUETES DAPAC,25
V02NYPE50908, CHUBASQUERO REFLECT MARI 20C,ARTICULOS VP,7
V02P1102,DAPAC PERDICES RECLAMO A.ENER 5K,PIENSOS GANADERIA,6
V02PET0061,PET SANA COLONIA CLASSIC 125 ML.,PELUQUERIA Y LIMPIEZA,26
V02PETS1010,PS CEPILLO SUAVE 6x20 CM.,ARTICULOS VP,9
V02PETS727144,PET SANA CHAMPU ACONDIC. 300 ml.,PELUQUERIA Y LIMPIEZA,23
V02PETS727243,PET SANA CHAM REP-INSEC GATO 300,PELUQUERIA Y LIMPIEZA,33
V02PETS9614,PS RASTRILLO PUAS GIRATORIAS,ARTICULOS VP,13
V02PR258997,DAPAC GAMMARUS 120G/1200ML.,DAPAC ACUARIOFILIA,191
V02STSM024,COMEDERO UNIVERSAL 1-unid.,ARTICULOS VP,0
V02SUM0009,PELOTA ESPIRAL PERFUMADA N§4 7CM,JUGUETES DAPAC,51
V02TBFG200,"BEBEDERO AUTOMATICO 3,5 L.",ARTICULOS VP,3
V02VP201-SZE,JAULA PLEGABLE DOBLE CROM 48x38x,ARTICULOS VP,1
V02VP205-ELE,JAULA METAL BARRO FINO NEGRA 109,ARTICULOS VP,0
V02WBF203,COLLAR ISABELINO DELUXE T-S,ACCESORIOS DAPAC,10
V02WTM111042,RASCADOR BASE FLOR 34x34x42 CM.,ARTICULOS VP,0
V02ZNA23KGMN,ARNES REFORZADO MULTIFU PREMIU M,ACCESORIOS DAPAC,17
V0335,ADVANTIX 4pipetas  10 a 25 kg,PROYMA FARMACIA,13
V03986493,HOLY EYES 120  GR.,PROYMA FARMACIA,3
V03EL130,"ADTAB PERRO  5,5-11 KG -1comprim",PROYMA FARMACIA,2
V03EL131,ADTAB PERRO 11-22 KG 1-comprimi,PROYMA FARMACIA,9
V03EL142,"ADTAB PERRO  2,5-5,5K - 3 compri",PROYMA FARMACIA,2
V07C219,En.ARTERO CUCHILLA OSTER S-80 13,ARTERO,0
V07H666,ARTERO CHAMPU BYE BYE 250 ML.,ARTERO,14
V07H686,ARTERO DEDALES LIMPIADORES OJOS,ARTERO,30
V07H710,Enc. GOMAS ELASTICAS TRANSPA.,ARTERO,0
V07H727,ARTERO MASCARILLA DETOX 90 ML.,ARTERO,23
V07H731,SPRAY TEXTURIZ.LOOP 250 ML.,ARTERO,1
V07H732, SPRAY TEXTURIZ.LOOP 1 L.,ARTERO,1
V07P776,ARTERO DESLANADOR T-M,ARTERO,17
V07P782,Enc. ARTERO RASTRILLO DOBLE PUA,ARTERO,0
V07P931,Enc. ARTERO CEPILLO PUA METALICA,ARTERO,0
V07P981,Enc. ARTE CUCHILLA STRIPPING 09,ARTERO,-6
V102003,*** COLLAR CUERO PROTEC NATUR 35,COLLARES,2
V1070133,"*** CORREA C/ CADENA 60x3, NEGRO",COLLARES,5
V121010,*** SNACKS PATAS DE POLLO 100 GR,COMASOLIVA,29
V13COG010L31,SANICAT CELULOSA RECICLADA 10L,TOLSA,4
V13SANIB045,SANIBIRD (zircus) 5 L.,TOLSA,143
V13SUM310L31,SANICAT CLASSIC 10 L.,TOLSA,84
V1450532,AROMATHERAPY ACTIVA 250 ML.,PELUQUERIA Y LIMPIEZA,9
V1450558,SILINDE SPRAY CONTORNO OJOS 125,PELUQUERIA Y LIMPIEZA,26
V1450570,SILINDE PROTECTOR ALMOHADILLAS,PELUQUERIA Y LIMPIEZA,15
V1450624,SILINDE CHAMPU REP INSEC 250 ML,PELUQUERIA Y LIMPIEZA,36
V1450626,SILINDE CHAMPU REPEL.INSECTOS 5L,PELUQUERIA Y LIMPIEZA,3
V1450627,SILINDE CHAMPU LAVADO SECO 250,PELUQUERIA Y LIMPIEZA,16
V1450657,COLONIA PERRO TALCO 125 ML.,PELUQUERIA Y LIMPIEZA,13
V152134,ADAPTIL COLLAR (L) PERRO 70cm.,PROYMA FARMACIA,2
V152224,FELIWAY CLASSIC RECAMBIO 48 ml,PROYMA FARMACIA,10
V1751084,ALPHA RISTRA PATO 12x16 u.,ALPHA SPIRIT,3
V18CF20T5251R,FLEXI COMFORT CINTA M ROJO 5 m.,FLEXI,15
V18CL00T3251P,FLEXI NEW CINTA XS ROSA 3 m.,FLEXI,24
V18CL10T5251BL,FLEXI NEW CINTA S AZUL 5 m.,FLEXI,99
V18STNZB551SEU,MULTI BOX NEGRO (porta bolsitas),FLEXI,9
V21023010000,CEPILLO MEXIL PARA CABALLOS,ZALDI,3
V21023110000,CEPILLO CABALLO ANATOMICO ESPANS,ZALDI,6
V21026010001,COMEDERO PUERTA GOMA WALLFEEDE,ZALDI,1
V21062180334,MANTA CABALLO INVIERNO CUADROS,ZALDI,1
V21075060001,PORTABRIDA STUBBS S20 NEGRO,ZALDI,1
V21192270500,CARR & DAY JABONCILLO SPRAY STEP,ZALDI,2
V24294SB/06,COLCHON RELAX CHOCO 100x75 CM.,GAMAR - CUNAS,3
V2460RX2,ROSQUILLA RELAX GRIS N§.2 60 CM.,GAMAR - CUNAS,0
V26216,KIKI CONEJOS ENANOS 800 GR.(20),KIKI,44
V02PETS727328,PET SANA CHAMPU ALOE VERA 300 ML,PELUQUERIA Y LIMPIEZA,46
V02S01050500,TRANSPORTIN TWINBEE SKUDO 5 IATA,ARTICULOS VP,12
V02STS1012,PALO PLASTICO 1 m x 18 mm.,ARTICULOS VP,30
V02SUM0008,PELOTA ESPIRAL PERFUMADA N§3 6CM,JUGUETES DAPAC,48
V02SUM0015,JUGUETE HUESO DENTAL ESTRI 14CM.,JUGUETES DAPAC,14
V02SUM0017,"JUGUETE HUESO DENTAL EST 18,5 CM",JUGUETES DAPAC,16
V02TBP200S,FUENTE DE MASCOTAS ENCHUFABLE,ARTICULOS VP,6
V02TWFB01,FRISBEE PARA PERROS TWINBEE,ARTICULOS VP,27
V02WBF102,COLLAR ISABELINO XS 10 CM.,ACCESORIOS DAPAC,4
V02WN124,BOMBA DE AIRE SILENCIO 2 SALI,PECES,4
V02WTM820,RASCADOR BASE CUADRADA BOLA ROSA,ARTICULOS VP,0
V02WTM820B,RASCADOR BASE CUADRA 30x30x42,ARTICULOS VP,6
V02ZNA50KGXLN,ARNES REFORZADO MULTIF PREMIU XL,ACCESORIOS DAPAC,9
V0319400127,COLLAR PREVENDOG 35cm 2-Collares,PROYMA FARMACIA,27
V03B102005,(MR) BRAVECTO PLUS GATO 250 mg.,PROYMA FARMACIA,2
